iter	RMSE
0	0.03214525828
1	0.03207481106
2	0.03200208678
3	0.0319153947
4	0.03186361306
5	0.03180739885
6	0.03173047462
7	0.03167798147
8	0.03162051447
9	0.03157139782
10	0.03152771117
11	0.03149278629
12	0.03145910138
13	0.03141865017
14	0.03137844284
15	0.03135670221
16	0.03132815671
17	0.03129476024
18	0.0312628989
19	0.03123012612
20	0.03120288163
21	0.03118017197
22	0.03115749948
23	0.03112630485
24	0.03110200213
25	0.03108425431
26	0.0310558858
27	0.03102083498
28	0.03100504804
29	0.03098040606
30	0.03096443184
31	0.03094427308
32	0.03092555067
33	0.03090770818
34	0.03088468098
35	0.03086543946
36	0.0308488189
37	0.0308307426
38	0.03081945042
39	0.03080889731
40	0.03079387323
41	0.03077777199
42	0.03076899743
43	0.03075399598
44	0.03074080746
45	0.03073051534
46	0.03071883386
47	0.03071000263
48	0.03069447105
49	0.03067333375
50	0.03065635986
51	0.03063990625
52	0.03063097546
53	0.03061762811
54	0.03060337986
55	0.03059362219
56	0.03057805718
57	0.03056925013
58	0.03055633752
59	0.03053852419
60	0.03052777403
61	0.03051401945
62	0.03050287535
63	0.03048683134
64	0.03047355467
65	0.03045625576
66	0.03044353981
67	0.03042932572
68	0.03041513488
69	0.0304005598
70	0.03038582344
71	0.03037400725
72	0.03036463294
73	0.030350594
74	0.03034279553
75	0.03033226697
76	0.03032449103
77	0.03031622723
78	0.03030111667
79	0.03028346354
80	0.03027001084
81	0.03026237536
82	0.03025630681
83	0.0302498414
84	0.0302392555
85	0.03023475614
86	0.03022447716
87	0.0302129084
88	0.03020748784
89	0.03019610256
90	0.03018861923
91	0.03017622796
92	0.03017146231
93	0.0301604416
94	0.03015449861
95	0.03013944933
96	0.0301307582
97	0.0301220434
98	0.03011263764
99	0.0301071947
100	0.03009452584
101	0.03008244294
102	0.03007520072
103	0.03006706019
104	0.03005840888
105	0.03004104905
106	0.03003407399
107	0.03002355673
108	0.03001351691
109	0.0300040095
110	0.02999284684
111	0.02997853287
112	0.02996437352
113	0.02995410114
114	0.02994737888
115	0.02993829011
116	0.02992872312
117	0.02992258963
118	0.02991212973
119	0.02990396893
120	0.02989205588
121	0.02988480028
122	0.02987250307
123	0.02985756304
124	0.02984530676
125	0.02983119559
126	0.02982492308
127	0.02981996571
128	0.0298167311
129	0.02981136816
130	0.0298011439
131	0.0297942395
132	0.02978677963
133	0.02977197571
134	0.02976353638
135	0.02975528445
136	0.02974154509
137	0.02973263664
138	0.02972956484
139	0.02972584408
140	0.02971585355
141	0.0297087279
142	0.02970293557
143	0.02969596102
144	0.02968781496
145	0.02967265291
146	0.02966181134
147	0.02965485755
148	0.02964530555
149	0.02963788944
150	0.02963315332
151	0.02962499193
152	0.02961883035
153	0.02960967899
154	0.02960295517
155	0.02959791531
156	0.02958836947
157	0.0295777736
158	0.02956804432
159	0.02956077125
160	0.02955232374
161	0.02954728205
162	0.02953468854
163	0.02952428426
164	0.02951773874
165	0.02951168534
166	0.02950255946
167	0.02949728947
168	0.02949634951
169	0.02949505363
170	0.02948719217
171	0.02948273024
172	0.02947205642
173	0.02946131435
174	0.0294532232
175	0.02945197352
176	0.02943455429
177	0.02942555994
178	0.02942254122
179	0.02941358977
180	0.02940234038
181	0.02939568688
182	0.02938597669
183	0.0293821492
184	0.02937000091
185	0.02936780584
186	0.02935373763
187	0.02934652506
188	0.02934224516
189	0.02932412302
190	0.0293178083
191	0.02930511206
192	0.02929644457
193	0.02929011669
194	0.02927925637
195	0.02926707487
196	0.02925910136
197	0.0292491976
198	0.02924032638
199	0.02922874405
200	0.02921419587
201	0.0292076367
202	0.02919003508
203	0.02918152516
204	0.02917345685
205	0.02916653292
206	0.02915953559
207	0.02914588513
208	0.02913493981
209	0.02912814559
210	0.0291217352
211	0.02911217876
212	0.02910982455
213	0.02909610662
214	0.02908366145
215	0.02907094831
216	0.02905835466
217	0.02905578475
218	0.02905412168
219	0.02904019281
220	0.02902966599
221	0.0290283854
222	0.02902586284
223	0.0290132673
224	0.02899993052
225	0.02899814029
226	0.02898266439
227	0.02897382732
228	0.02896193291
229	0.02895430994
230	0.02895223331
231	0.02894281002
232	0.02893471462
233	0.02893238739
234	0.02892141381
235	0.02891584199
236	0.02890097151
237	0.02888810776
238	0.02888228017
239	0.02886969842
240	0.02886719098
241	0.02885191479
242	0.02885029233
243	0.02883322294
244	0.02883113931
245	0.02881913518
246	0.02881182396
247	0.02880046256
248	0.02878977579
249	0.02877922292
250	0.02877139419
251	0.02876237779
252	0.02876081918
253	0.02874767905
254	0.02873771453
255	0.0287288384
256	0.02871916844
257	0.02870811352
258	0.02870008471
259	0.02869355787
260	0.02869144556
261	0.02868569464
262	0.02867924224
263	0.02866928355
264	0.02865822503
265	0.0286543861
266	0.02863998759
267	0.0286279295
268	0.02862349617
269	0.02861290472
270	0.02860699145
271	0.02859910828
272	0.02859709925
273	0.02858805017
274	0.02857277951
275	0.02856289905
276	0.02855793896
277	0.02855202763
278	0.02854476362
279	0.0285354102
280	0.02852536678
281	0.02851882881
282	0.028517058
283	0.02850016996
284	0.02849656001
285	0.02848625037
286	0.02847344504
287	0.02846315985
288	0.02845309301
289	0.02844331196
290	0.02843478041
291	0.02842570539
292	0.02841856271
293	0.02841138041
294	0.02839833656
295	0.02838737845
296	0.0283763352
297	0.0283598477
298	0.02835009057
299	0.02834731583
300	0.02833904668
301	0.02832992357
302	0.02832165773
303	0.02831237197
304	0.02829913434
305	0.02828598854
306	0.02827645066
307	0.02825558304
308	0.02824662227
309	0.02824076041
310	0.02823519884
311	0.02822860385
312	0.02822032147
313	0.02821025402
314	0.02819994102
315	0.02818387647
316	0.02817707157
317	0.02816597259
318	0.02815716997
319	0.02815048196
320	0.02813145508
321	0.02812076718
322	0.02811287804
323	0.02810438375
324	0.02809783054
325	0.02808852709
326	0.02807865572
327	0.02807127036
328	0.02806301228
329	0.02805643145
330	0.0280434631
331	0.02803683039
332	0.02803213897
333	0.02802666579
334	0.02801930633
335	0.02800551109
336	0.02800410332
337	0.02799088466
338	0.02798029293
339	0.02797250197
340	0.02796485355
341	0.02795824529
342	0.02795640993
343	0.02794798183
344	0.02793795124
345	0.02792362193
346	0.02791855343
347	0.02790657948
348	0.02789118412
349	0.02788518288
350	0.02788292791
351	0.02786887747
352	0.02786384247
353	0.02785859668
354	0.02784348254
355	0.02783689787
356	0.02782741948
357	0.02781645047
358	0.02781170938
359	0.0278033502
360	0.02780234185
361	0.02779269621
362	0.02778073107
363	0.02777525389
364	0.02776896966
365	0.02775524965
366	0.02774878954
367	0.02774178843
368	0.02773438205
369	0.02773275496
370	0.0277281305
371	0.02772272665
372	0.02771418326
373	0.02770927816
374	0.0277054689
375	0.02768838447
376	0.02768081754
377	0.0276792732
378	0.02767060669
379	0.02765868164
380	0.02765390406
381	0.02764894848
382	0.02764295808
383	0.02763847755
384	0.0276264188
385	0.02762006609
386	0.02761341599
387	0.02761114684
388	0.02760549884
389	0.02759499916
390	0.02759089248
391	0.02757925564
392	0.02756722911
393	0.02756143976
394	0.02755463796
395	0.02754569438
396	0.02753516192
397	0.02753191171
398	0.02752744158
399	0.02751384212
400	0.02750413579
401	0.02749982717
402	0.02749278049
403	0.0274888045
404	0.02748293848
405	0.02747958206
406	0.02747269963
407	0.02746886594
408	0.02746302547
409	0.02746165729
410	0.02745639923
411	0.02744569795
412	0.02742941238
413	0.02742240013
414	0.02740798877
415	0.02740001058
416	0.02739256418
417	0.02739056312
418	0.0273886942
419	0.02738186197
420	0.02737397391
421	0.02736682574
422	0.02735960473
423	0.02735223048
424	0.0273456772
425	0.02734108584
426	0.02733593582
427	0.02732476445
428	0.02732092204
429	0.02731966126
430	0.02731162889
431	0.02730373287
432	0.02729954487
433	0.02729113394
434	0.02727975671
435	0.0272702153
436	0.02725934782
437	0.02724953884
438	0.02723888782
439	0.02722936886
440	0.0272198629
441	0.02721678095
442	0.0272017919
443	0.02719690674
444	0.02718671179
445	0.02718251885
446	0.02717034121
447	0.02715952888
448	0.02715445447
449	0.02715049089
450	0.02714152866
451	0.02713523552
452	0.02712308613
453	0.02711343914
454	0.02710487709
455	0.02709583313
456	0.02708761955
457	0.0270844963
458	0.02707874148
459	0.027077586
460	0.02707020486
461	0.02706465487
462	0.02706176178
463	0.02705616767
464	0.027047911
465	0.02704339818
466	0.02703756281
